date_,close_tsla,high_tsla,low_tsla,open_tsla,volume_tsla
7/16/2021,$214.74 ,$218.90 ,$214.07 ,$218.23 ,"$49,113,000.00 "
7/19/2021,$215.41 ,$215.73 ,$207.10 ,$209.96 ,"$63,891,300.00 "
7/20/2021,$220.17 ,$220.80 ,$213.50 ,$217.33 ,"$46,461,300.00 "
7/21/2021,$218.43 ,$221.62 ,$216.76 ,$219.87 ,"$41,859,900.00 "
7/22/2021,$216.42 ,$220.72 ,$214.87 ,$218.81 ,"$45,317,100.00 "
7/23/2021,$214.46 ,$216.27 ,$212.43 ,$215.45 ,"$43,814,700.00 "
7/26/2021,$219.21 ,$222.73 ,$215.70 ,$216.99 ,"$76,009,800.00 "
7/27/2021,$214.93 ,$222.17 ,$209.08 ,$221.13 ,"$98,439,900.00 "
7/28/2021,$215.66 ,$218.32 ,$213.13 ,$215.67 ,"$48,019,800.00 "
7/29/2021,$225.78 ,$227.90 ,$216.27 ,$216.60 ,"$91,183,800.00 "
7/30/2021,$229.07 ,$232.51 ,$223.00 ,$223.92 ,"$88,969,200.00 "
8/2/2021,$236.56 ,$242.31 ,$232.80 ,$233.33 ,"$100,847,400.00 "
8/3/2021,$236.58 ,$240.88 ,$233.67 ,$239.67 ,"$64,860,900.00 "
8/4/2021,$236.97 ,$241.63 ,$236.31 ,$237.00 ,"$51,007,800.00 "
8/5/2021,$238.21 ,$240.32 ,$237.14 ,$238.67 ,"$38,758,800.00 "
8/6/2021,$233.03 ,$238.78 ,$232.54 ,$237.30 ,"$46,869,000.00 "
8/9/2021,$237.92 ,$239.68 ,$235.04 ,$236.72 ,"$44,145,900.00 "
8/10/2021,$236.66 ,$238.86 ,$233.96 ,$238.00 ,"$40,296,900.00 "
8/11/2021,$235.94 ,$238.39 ,$234.74 ,$237.57 ,"$29,401,800.00 "
8/12/2021,$240.75 ,$240.93 ,$233.13 ,$235.45 ,"$52,377,300.00 "
8/13/2021,$239.06 ,$243.30 ,$238.11 ,$241.24 ,"$50,194,500.00 "
8/16/2021,$228.72 ,$236.50 ,$225.47 ,$235.02 ,"$68,032,200.00 "
8/17/2021,$221.90 ,$224.86 ,$216.28 ,$224.22 ,"$71,163,900.00 "
8/18/2021,$229.66 ,$231.92 ,$223.12 ,$223.25 ,"$61,048,200.00 "
8/19/2021,$224.49 ,$228.85 ,$222.53 ,$226.07 ,"$42,940,500.00 "
8/20/2021,$226.75 ,$230.71 ,$224.57 ,$227.62 ,"$44,525,700.00 "
8/23/2021,$235.43 ,$237.38 ,$226.92 ,$228.48 ,"$60,794,700.00 "
8/24/2021,$236.16 ,$238.41 ,$234.21 ,$236.89 ,"$39,249,300.00 "
8/25/2021,$237.07 ,$238.99 ,$234.67 ,$235.68 ,"$37,936,800.00 "
8/26/2021,$233.72 ,$238.47 ,$232.54 ,$236.10 ,"$39,642,900.00 "
8/27/2021,$237.31 ,$238.33 ,$234.03 ,$235.00 ,"$41,501,400.00 "
8/30/2021,$243.64 ,$243.67 ,$237.58 ,$238.24 ,"$55,812,600.00 "
8/31/2021,$245.24 ,$246.80 ,$242.15 ,$244.33 ,"$62,566,200.00 "
9/1/2021,$244.70 ,$247.33 ,$243.76 ,$244.69 ,"$39,612,900.00 "
9/2/2021,$244.13 ,$246.99 ,$243.51 ,$244.83 ,"$38,331,900.00 "
9/3/2021,$244.52 ,$244.67 ,$241.40 ,$244.08 ,"$45,738,300.00 "
9/7/2021,$250.97 ,$253.40 ,$246.42 ,$246.67 ,"$60,119,400.00 "
9/8/2021,$251.29 ,$254.82 ,$246.92 ,$253.86 ,"$56,379,000.00 "
9/9/2021,$251.62 ,$254.03 ,$250.54 ,$251.14 ,"$42,233,100.00 "
9/10/2021,$245.42 ,$254.20 ,$244.84 ,$253.20 ,"$45,552,600.00 "
9/13/2021,$247.67 ,$248.26 ,$236.28 ,$246.74 ,"$68,857,500.00 "
9/14/2021,$248.16 ,$251.49 ,$245.47 ,$247.52 ,"$55,574,700.00 "
9/15/2021,$251.94 ,$252.29 ,$246.12 ,$248.33 ,"$46,073,100.00 "
9/16/2021,$252.33 ,$252.97 ,$249.20 ,$250.94 ,"$41,770,200.00 "
9/17/2021,$253.16 ,$253.68 ,$250.00 ,$252.38 ,"$84,612,600.00 "
9/20/2021,$243.39 ,$247.33 ,$239.54 ,$244.85 ,"$74,273,100.00 "
9/21/2021,$246.46 ,$248.25 ,$243.48 ,$244.93 ,"$48,992,100.00 "
9/22/2021,$250.65 ,$251.22 ,$246.37 ,$247.84 ,"$45,378,900.00 "
9/23/2021,$251.21 ,$252.73 ,$249.31 ,$251.67 ,"$35,842,500.00 "
9/24/2021,$258.13 ,$258.27 ,$248.19 ,$248.63 ,"$64,119,000.00 "
9/27/2021,$263.79 ,$266.33 ,$256.44 ,$257.71 ,"$84,212,100.00 "
9/28/2021,$259.19 ,$265.21 ,$255.39 ,$262.40 ,"$76,144,200.00 "
9/29/2021,$260.44 ,$264.50 ,$256.89 ,$259.93 ,"$62,828,700.00 "
9/30/2021,$258.49 ,$263.04 ,$258.33 ,$260.33 ,"$53,868,000.00 "
10/1/2021,$258.41 ,$260.26 ,$254.53 ,$259.47 ,"$51,094,200.00 "
10/4/2021,$260.51 ,$268.99 ,$258.71 ,$265.50 ,"$91,449,900.00 "
10/5/2021,$260.20 ,$265.77 ,$258.07 ,$261.60 ,"$55,297,800.00 "
10/6/2021,$260.92 ,$262.22 ,$257.74 ,$258.73 ,"$43,898,400.00 "
10/7/2021,$264.54 ,$268.33 ,$261.13 ,$261.82 ,"$57,587,400.00 "
10/8/2021,$261.83 ,$265.46 ,$260.30 ,$265.40 ,"$50,215,800.00 "
10/11/2021,$263.98 ,$267.08 ,$261.83 ,$262.55 ,"$42,600,900.00 "
10/12/2021,$268.57 ,$270.77 ,$265.52 ,$266.98 ,"$66,060,000.00 "
10/13/2021,$270.36 ,$271.80 ,$268.59 ,$270.16 ,"$42,360,300.00 "
10/14/2021,$272.77 ,$273.42 ,$271.12 ,$271.83 ,"$36,741,600.00 "
10/15/2021,$281.01 ,$281.07 ,$274.12 ,$274.58 ,"$56,773,800.00 "
10/18/2021,$290.04 ,$291.75 ,$283.82 ,$283.93 ,"$72,621,600.00 "
10/19/2021,$288.09 ,$292.65 ,$287.50 ,$292.51 ,"$52,143,300.00 "
10/20/2021,$288.60 ,$289.83 ,$285.79 ,$288.45 ,"$42,096,300.00 "
10/21/2021,$298.00 ,$300.00 ,$285.17 ,$285.33 ,"$94,444,500.00 "
10/22/2021,$303.23 ,$303.33 ,$296.99 ,$298.50 ,"$68,642,400.00 "
10/25/2021,$341.62 ,$348.34 ,$314.73 ,$316.84 ,"$188,556,300.00 "
10/26/2021,$339.48 ,$364.98 ,$333.81 ,$341.56 ,"$187,245,000.00 "
10/27/2021,$345.95 ,$356.96 ,$343.59 ,$346.55 ,"$115,579,500.00 "
10/28/2021,$359.01 ,$360.33 ,$351.40 ,$356.10 ,"$81,639,600.00 "
10/29/2021,$371.33 ,$371.74 ,$357.74 ,$360.62 ,"$89,755,200.00 "
11/1/2021,$402.86 ,$403.25 ,$372.89 ,$381.67 ,"$168,146,100.00 "
11/2/2021,$390.67 ,$402.86 ,$382.00 ,$386.45 ,"$128,213,400.00 "
11/3/2021,$404.62 ,$405.13 ,$384.21 ,$392.44 ,"$103,885,500.00 "
11/4/2021,$409.97 ,$414.50 ,$405.67 ,$411.47 ,"$76,192,200.00 "
11/5/2021,$407.36 ,$413.29 ,$402.67 ,$409.33 ,"$64,886,400.00 "
11/8/2021,$387.65 ,$399.00 ,$377.67 ,$383.26 ,"$100,337,100.00 "
11/9/2021,$341.17 ,$391.50 ,$337.17 ,$391.20 ,"$177,317,400.00 "
11/10/2021,$355.98 ,$359.37 ,$329.10 ,$336.80 ,"$128,408,100.00 "
11/11/2021,$354.50 ,$368.32 ,$351.56 ,$367.59 ,"$67,189,800.00 "
11/12/2021,$344.47 ,$351.50 ,$339.73 ,$349.17 ,"$76,719,300.00 "
11/15/2021,$337.80 ,$343.99 ,$326.20 ,$339.21 ,"$104,326,800.00 "
11/16/2021,$351.58 ,$352.40 ,$334.06 ,$334.44 ,"$79,627,200.00 "
11/17/2021,$363.00 ,$373.21 ,$351.83 ,$354.50 ,"$94,336,200.00 "
11/18/2021,$365.46 ,$370.67 ,$358.34 ,$368.85 ,"$62,696,700.00 "
11/19/2021,$379.02 ,$379.57 ,$364.23 ,$366.29 ,"$64,926,900.00 "
11/22/2021,$385.62 ,$400.65 ,$377.48 ,$387.44 ,"$99,217,500.00 "
11/23/2021,$369.68 ,$393.50 ,$354.23 ,$389.17 ,"$108,515,100.00 "
11/24/2021,$372.00 ,$377.59 ,$354.00 ,$360.13 ,"$67,680,600.00 "
11/26/2021,$360.64 ,$369.59 ,$360.33 ,$366.49 ,"$35,042,700.00 "
11/29/2021,$379.00 ,$380.89 ,$366.73 ,$367.00 ,"$58,393,500.00 "
11/30/2021,$381.59 ,$389.33 ,$372.67 ,$381.46 ,"$81,276,000.00 "
12/1/2021,$365.00 ,$390.95 ,$363.59 ,$386.90 ,"$68,450,400.00 "
12/2/2021,$361.53 ,$371.00 ,$352.22 ,$366.35 ,"$73,114,800.00 "
12/3/2021,$338.32 ,$363.53 ,$333.40 ,$361.60 ,"$92,322,000.00 "
12/6/2021,$336.34 ,$340.55 ,$316.83 ,$333.84 ,"$81,663,000.00 "
12/7/2021,$350.58 ,$352.56 ,$342.27 ,$348.07 ,"$56,084,700.00 "
12/8/2021,$356.32 ,$357.46 ,$344.33 ,$350.90 ,"$41,906,400.00 "
12/9/2021,$334.60 ,$354.16 ,$334.12 ,$353.55 ,"$59,438,400.00 "
12/10/2021,$339.01 ,$340.33 ,$327.51 ,$336.25 ,"$59,664,300.00 "
12/13/2021,$322.14 ,$335.00 ,$317.14 ,$333.70 ,"$78,595,500.00 "
12/14/2021,$319.50 ,$322.14 ,$310.00 ,$315.00 ,"$70,806,300.00 "
12/15/2021,$325.33 ,$326.25 ,$309.42 ,$317.74 ,"$75,169,200.00 "
12/16/2021,$308.97 ,$331.66 ,$307.28 ,$331.50 ,"$82,771,500.00 "
12/17/2021,$310.86 ,$320.22 ,$303.01 ,$304.92 ,"$100,437,300.00 "
12/20/2021,$299.98 ,$307.23 ,$297.80 ,$303.57 ,"$56,480,100.00 "
12/21/2021,$312.84 ,$313.17 ,$295.37 ,$305.62 ,"$71,517,900.00 "
12/22/2021,$336.29 ,$338.55 ,$319.02 ,$321.89 ,"$93,634,200.00 "
12/23/2021,$355.67 ,$357.66 ,$332.52 ,$335.60 ,"$92,713,200.00 "
12/27/2021,$364.65 ,$372.33 ,$356.91 ,$357.89 ,"$71,145,900.00 "
12/28/2021,$362.82 ,$373.00 ,$359.47 ,$369.83 ,"$60,324,000.00 "
12/29/2021,$362.06 ,$368.00 ,$354.71 ,$366.21 ,"$56,154,000.00 "
12/30/2021,$356.78 ,$365.18 ,$351.05 ,$353.78 ,"$47,040,900.00 "
12/31/2021,$352.26 ,$360.67 ,$351.53 ,$357.81 ,"$40,733,700.00 "
1/3/2022,$399.93 ,$400.36 ,$378.68 ,$382.58 ,"$103,931,400.00 "
1/4/2022,$383.20 ,$402.67 ,$374.35 ,$396.52 ,"$100,248,300.00 "
1/5/2022,$362.71 ,$390.11 ,$360.34 ,$382.22 ,"$80,119,800.00 "
1/6/2022,$354.90 ,$362.67 ,$340.17 ,$359.00 ,"$90,336,600.00 "
1/7/2022,$342.32 ,$360.31 ,$336.67 ,$360.12 ,"$84,164,700.00 "
1/10/2022,$352.71 ,$353.03 ,$326.67 ,$333.33 ,"$91,815,000.00 "
1/11/2022,$354.80 ,$358.62 ,$346.27 ,$351.22 ,"$66,063,300.00 "
1/12/2022,$368.74 ,$371.61 ,$357.53 ,$359.62 ,"$83,739,000.00 "
1/13/2022,$343.85 ,$371.87 ,$342.18 ,$369.69 ,"$97,209,900.00 "
1/14/2022,$349.87 ,$350.67 ,$337.79 ,$339.96 ,"$72,924,300.00 "
1/18/2022,$343.50 ,$356.93 ,$338.69 ,$342.20 ,"$66,743,400.00 "
1/19/2022,$331.88 ,$351.56 ,$331.67 ,$347.24 ,"$75,442,500.00 "
1/20/2022,$332.09 ,$347.22 ,$331.33 ,$336.58 ,"$70,488,600.00 "
1/21/2022,$314.63 ,$334.85 ,$313.50 ,$332.11 ,"$103,416,000.00 "
1/24/2022,$310.00 ,$311.17 ,$283.82 ,$301.59 ,"$151,565,700.00 "
1/25/2022,$306.13 ,$317.09 ,$301.07 ,$304.73 ,"$86,595,900.00 "
1/26/2022,$312.47 ,$329.23 ,$302.00 ,$317.48 ,"$104,867,400.00 "
1/27/2022,$276.37 ,$311.80 ,$276.33 ,$311.12 ,"$147,109,500.00 "
1/28/2022,$282.12 ,$285.83 ,$264.00 ,$277.19 ,"$134,789,100.00 "
1/31/2022,$312.24 ,$312.66 ,$287.35 ,$290.90 ,"$104,436,000.00 "
2/1/2022,$310.42 ,$314.57 ,$301.67 ,$311.74 ,"$73,138,200.00 "
2/2/2022,$301.89 ,$310.50 ,$296.47 ,$309.39 ,"$66,792,900.00 "
2/3/2022,$297.05 ,$312.33 ,$293.51 ,$294.00 ,"$78,855,600.00 "
2/4/2022,$307.77 ,$312.17 ,$293.72 ,$299.07 ,"$73,625,400.00 "
2/7/2022,$302.45 ,$315.92 ,$300.90 ,$307.93 ,"$60,994,500.00 "
2/8/2022,$307.33 ,$308.76 ,$298.27 ,$301.84 ,"$50,729,100.00 "
2/9/2022,$310.67 ,$315.42 ,$306.67 ,$311.67 ,"$52,259,400.00 "
2/10/2022,$301.52 ,$314.60 ,$298.90 ,$302.79 ,"$66,126,900.00 "
2/11/2022,$286.67 ,$305.32 ,$283.57 ,$303.21 ,"$79,645,800.00 "
2/14/2022,$291.92 ,$299.63 ,$284.38 ,$287.19 ,"$67,756,500.00 "
2/15/2022,$307.48 ,$307.67 ,$297.79 ,$300.00 ,"$57,286,200.00 "
2/16/2022,$307.80 ,$308.81 ,$300.40 ,$304.68 ,"$51,294,300.00 "
2/17/2022,$292.12 ,$306.17 ,$291.37 ,$304.42 ,"$55,178,400.00 "
2/18/2022,$285.66 ,$295.62 ,$279.20 ,$295.33 ,"$68,501,700.00 "
2/22/2022,$273.84 ,$285.58 ,$267.03 ,$278.04 ,"$83,288,100.00 "
2/23/2022,$254.68 ,$278.43 ,$253.52 ,$276.81 ,"$95,256,900.00 "
2/24/2022,$266.92 ,$267.49 ,$233.33 ,$233.46 ,"$135,322,200.00 "
2/25/2022,$269.96 ,$273.17 ,$260.80 ,$269.74 ,"$76,067,700.00 "
2/28/2022,$290.14 ,$292.29 ,$271.57 ,$271.67 ,"$99,006,900.00 "
3/1/2022,$288.12 ,$296.63 ,$284.59 ,$289.89 ,"$74,766,900.00 "
3/2/2022,$293.30 ,$295.49 ,$281.42 ,$290.71 ,"$74,643,300.00 "
3/3/2022,$279.76 ,$295.48 ,$277.53 ,$292.92 ,"$61,623,600.00 "
3/4/2022,$279.43 ,$285.22 ,$275.05 ,$283.03 ,"$66,999,600.00 "
3/7/2022,$268.19 ,$288.71 ,$268.19 ,$285.43 ,"$72,494,100.00 "
3/8/2022,$274.80 ,$283.33 ,$260.72 ,$265.18 ,"$80,399,100.00 "
3/9/2022,$286.32 ,$286.85 ,$277.34 ,$279.83 ,"$59,184,000.00 "
3/10/2022,$279.43 ,$284.82 ,$270.12 ,$283.82 ,"$58,648,500.00 "
3/11/2022,$265.12 ,$281.27 ,$264.59 ,$280.07 ,"$67,037,100.00 "
3/14/2022,$255.46 ,$266.90 ,$252.01 ,$260.20 ,"$71,152,200.00 "
3/15/2022,$267.30 ,$268.52 ,$252.19 ,$258.42 ,"$66,841,200.00 "
3/16/2022,$280.08 ,$280.67 ,$267.42 ,$269.67 ,"$84,028,800.00 "
3/17/2022,$290.53 ,$291.67 ,$275.24 ,$277.00 ,"$66,582,900.00 "
3/18/2022,$301.80 ,$302.62 ,$289.13 ,$291.50 ,"$100,414,200.00 "
3/21/2022,$307.05 ,$314.28 ,$302.36 ,$304.99 ,"$81,981,600.00 "
3/22/2022,$331.33 ,$332.62 ,$307.25 ,$310.00 ,"$105,868,500.00 "
3/23/2022,$333.04 ,$346.90 ,$325.47 ,$326.65 ,"$120,676,200.00 "
3/24/2022,$337.97 ,$341.50 ,$329.60 ,$336.58 ,"$68,920,800.00 "
3/25/2022,$336.88 ,$340.60 ,$332.44 ,$336.00 ,"$62,031,600.00 "
3/28/2022,$363.95 ,$365.96 ,$351.20 ,$355.03 ,"$102,506,100.00 "
3/29/2022,$366.52 ,$371.59 ,$357.70 ,$369.33 ,"$73,614,900.00 "
3/30/2022,$364.66 ,$371.32 ,$361.33 ,$363.72 ,"$59,865,000.00 "
3/31/2022,$359.20 ,$367.71 ,$358.88 ,$364.86 ,"$48,992,700.00 "
4/1/2022,$361.53 ,$364.92 ,$355.55 ,$360.38 ,"$54,263,100.00 "
4/4/2022,$381.82 ,$383.30 ,$357.51 ,$363.13 ,"$82,035,900.00 "
4/5/2022,$363.75 ,$384.29 ,$362.43 ,$378.77 ,"$80,075,100.00 "
4/6/2022,$348.59 ,$359.67 ,$342.57 ,$357.82 ,"$89,348,400.00 "
4/7/2022,$352.42 ,$358.86 ,$340.51 ,$350.80 ,"$79,447,200.00 "
4/8/2022,$341.83 ,$349.48 ,$340.81 ,$347.74 ,"$55,013,700.00 "
4/11/2022,$325.31 ,$336.16 ,$324.88 ,$326.80 ,"$59,357,100.00 "
4/12/2022,$328.98 ,$340.40 ,$325.53 ,$332.55 ,"$65,976,000.00 "
4/13/2022,$340.79 ,$342.08 ,$324.37 ,$327.03 ,"$55,121,100.00 "
4/14/2022,$328.33 ,$337.57 ,$327.40 ,$333.10 ,"$58,422,300.00 "
4/18/2022,$334.76 ,$338.31 ,$324.47 ,$329.68 ,"$51,715,200.00 "
4/19/2022,$342.72 ,$344.98 ,$331.78 ,$335.02 ,"$49,847,700.00 "
4/20/2022,$325.73 ,$344.67 ,$325.08 ,$343.33 ,"$70,711,200.00 "
4/21/2022,$336.26 ,$364.07 ,$332.14 ,$358.24 ,"$105,416,400.00 "
4/22/2022,$335.02 ,$344.95 ,$331.33 ,$338.30 ,"$69,696,600.00 "
4/25/2022,$332.67 ,$336.21 ,$325.10 ,$326.32 ,"$68,341,200.00 "
4/26/2022,$292.14 ,$333.33 ,$291.67 ,$331.81 ,"$136,133,700.00 "
4/27/2022,$293.84 ,$306.00 ,$292.45 ,$299.53 ,"$76,956,300.00 "
4/28/2022,$292.50 ,$300.00 ,$273.90 ,$299.99 ,"$124,948,500.00 "
4/29/2022,$290.25 ,$311.47 ,$290.00 ,$300.75 ,"$88,133,100.00 "
5/2/2022,$300.98 ,$302.12 ,$282.68 ,$286.92 ,"$75,781,500.00 "
5/3/2022,$303.08 ,$308.03 ,$296.20 ,$301.06 ,"$63,709,500.00 "
5/4/2022,$317.54 ,$318.50 ,$295.09 ,$301.31 ,"$81,643,800.00 "
5/5/2022,$291.09 ,$315.20 ,$285.90 ,$313.01 ,"$92,519,100.00 "
5/6/2022,$288.55 ,$296.00 ,$281.04 ,$295.67 ,"$72,903,000.00 "
5/9/2022,$262.37 ,$281.88 ,$260.38 ,$278.82 ,"$90,810,300.00 "
5/10/2022,$266.68 ,$275.12 ,$258.08 ,$273.10 ,"$84,401,700.00 "
5/11/2022,$244.67 ,$269.92 ,$242.40 ,$265.00 ,"$97,224,600.00 "
5/12/2022,$242.67 ,$253.22 ,$226.67 ,$233.67 ,"$140,313,000.00 "
5/13/2022,$256.53 ,$262.45 ,$250.52 ,$257.83 ,"$92,150,700.00 "
5/16/2022,$241.46 ,$256.59 ,$239.70 ,$255.72 ,"$86,098,500.00 "
5/17/2022,$253.87 ,$254.83 ,$242.95 ,$249.12 ,"$80,236,200.00 "
5/18/2022,$236.60 ,$253.50 ,$233.60 ,$248.17 ,"$87,811,800.00 "
5/19/2022,$236.47 ,$244.67 ,$231.37 ,$235.67 ,"$90,296,700.00 "
5/20/2022,$221.30 ,$240.53 ,$211.00 ,$238.00 ,"$144,973,200.00 "
5/23/2022,$224.97 ,$226.65 ,$212.69 ,$218.34 ,"$88,903,500.00 "
5/24/2022,$209.39 ,$217.97 ,$206.86 ,$217.84 ,"$89,092,500.00 "
5/25/2022,$219.60 ,$223.11 ,$207.67 ,$207.95 ,"$92,139,300.00 "
5/26/2022,$235.91 ,$239.56 ,$217.89 ,$220.47 ,"$106,003,200.00 "
5/27/2022,$253.21 ,$253.27 ,$240.18 ,$241.08 ,"$89,295,000.00 "
5/31/2022,$252.75 ,$259.60 ,$244.74 ,$257.95 ,"$101,914,500.00 "
6/1/2022,$246.79 ,$257.33 ,$243.64 ,$251.72 ,"$77,247,900.00 "
6/2/2022,$258.33 ,$264.21 ,$242.07 ,$244.16 ,"$93,473,100.00 "
6/3/2022,$234.52 ,$247.80 ,$233.42 ,$243.23 ,"$112,393,800.00 "
6/6/2022,$238.28 ,$244.87 ,$234.35 ,$244.35 ,"$84,204,600.00 "
6/7/2022,$238.89 ,$240.00 ,$230.09 ,$234.00 ,"$72,808,500.00 "
6/8/2022,$241.87 ,$249.96 ,$239.18 ,$240.09 ,"$76,210,500.00 "
6/9/2022,$239.71 ,$255.55 ,$239.33 ,$249.34 ,"$96,491,400.00 "
6/10/2022,$232.23 ,$239.50 ,$227.91 ,$235.16 ,"$97,536,600.00 "
6/13/2022,$215.74 ,$226.63 ,$214.68 ,$223.17 ,"$102,767,400.00 "
6/14/2022,$220.89 ,$226.33 ,$211.74 ,$218.29 ,"$97,988,700.00 "
6/15/2022,$233.00 ,$235.66 ,$218.15 ,$220.92 ,"$119,131,800.00 "
6/16/2022,$213.10 ,$225.17 ,$208.69 ,$222.74 ,"$107,390,700.00 "
6/17/2022,$216.76 ,$220.97 ,$213.20 ,$213.43 ,"$92,641,800.00 "
6/21/2022,$237.04 ,$243.58 ,$224.33 ,$224.60 ,"$122,793,000.00 "
6/22/2022,$236.09 ,$246.83 ,$233.83 ,$234.50 ,"$101,107,500.00 "
6/23/2022,$235.07 ,$239.32 ,$228.64 ,$237.91 ,"$104,202,600.00 "
6/24/2022,$245.71 ,$246.07 ,$236.09 ,$237.47 ,"$95,770,800.00 "
6/27/2022,$244.92 ,$252.07 ,$242.57 ,$249.37 ,"$89,178,300.00 "
6/28/2022,$232.66 ,$249.97 ,$232.34 ,$244.48 ,"$90,391,200.00 "
6/29/2022,$228.49 ,$231.17 ,$222.27 ,$230.50 ,"$82,897,200.00 "
6/30/2022,$224.47 ,$229.46 ,$218.86 ,$224.51 ,"$94,600,500.00 "
7/1/2022,$227.26 ,$230.23 ,$222.12 ,$227.00 ,"$74,460,300.00 "
7/5/2022,$233.07 ,$233.15 ,$216.17 ,$223.00 ,"$84,581,100.00 "
7/6/2022,$231.73 ,$234.56 ,$227.19 ,$230.78 ,"$71,853,600.00 "
7/7/2022,$244.54 ,$245.36 ,$232.21 ,$233.92 ,"$81,930,600.00 "
7/8/2022,$250.76 ,$254.98 ,$241.16 ,$242.33 ,"$101,854,200.00 "
7/11/2022,$234.34 ,$253.06 ,$233.63 ,$252.10 ,"$99,241,200.00 "
7/12/2022,$233.07 ,$239.77 ,$228.37 ,$236.85 ,"$87,930,900.00 "
7/13/2022,$237.04 ,$242.06 ,$225.03 ,$225.50 ,"$97,954,500.00 "
7/14/2022,$238.31 ,$238.65 ,$229.33 ,$234.90 ,"$78,557,400.00 "
7/15/2022,$240.07 ,$243.62 ,$236.89 ,$240.00 ,"$69,683,100.00 "
